transaction_id,transaction_date,product_id,product_title,category,quantity,unit_price,total_amount,customer_id,extracted_at
TXN000023,2025-11-11 11:20:09,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,4,695.0,2780.0,CUST0045,2026-02-06 11:20:09.770967
TXN000024,2026-01-14 11:20:09,4,Mens Casual Slim Fit,men's clothing,3,15.99,47.97,CUST0003,2026-02-06 11:20:09.771484
TXN000025,2025-11-19 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,4,12.99,51.96,CUST0024,2026-02-06 11:20:09.772134
TXN000026,2025-12-07 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,5,12.99,64.95,CUST0090,2026-02-06 11:20:09.772697
TXN000027,2025-12-07 11:20:09,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,2,22.3,44.6,CUST0043,2026-02-06 11:20:09.773261
TXN000028,2025-12-18 11:20:09,6,Solid Gold Petite Micropave ,jewelery,2,168.0,336.0,CUST0166,2026-02-06 11:20:09.773747
TXN000029,2025-11-10 11:20:09,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,1,109.95,109.95,CUST0007,2026-02-06 11:20:09.774229
TXN000030,2026-02-05 11:20:09,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,3,39.99,119.97,CUST0036,2026-02-06 11:20:09.774704
TXN000031,2025-11-13 11:20:09,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,5,64.0,320.0,CUST0077,2026-02-06 11:20:09.775194
TXN000032,2026-01-31 11:20:09,18,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,2,9.85,19.7,CUST0089,2026-02-06 11:20:09.775631
TXN000033,2025-11-22 11:20:09,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,4,695.0,2780.0,CUST0079,2026-02-06 11:20:09.776048
TXN000034,2025-12-10 11:20:09,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,5,109.0,545.0,CUST0151,2026-02-06 11:20:09.776453
TXN000035,2025-11-25 11:20:09,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,2,39.99,79.98,CUST0191,2026-02-06 11:20:09.776955
TXN000036,2025-11-13 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,2,12.99,25.98,CUST0188,2026-02-06 11:20:09.777391
TXN000037,2026-01-13 11:20:09,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,5,22.3,111.5,CUST0014,2026-02-06 11:20:09.777799
TXN000038,2025-12-23 11:20:09,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,1,109.0,109.0,CUST0172,2026-02-06 11:20:09.778199
TXN000039,2025-11-11 11:20:09,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,5,999.99,4999.95,CUST0185,2026-02-06 11:20:09.778606
TXN000040,2025-12-19 11:20:09,18,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,5,9.85,49.25,CUST0089,2026-02-06 11:20:09.779075
TXN000041,2025-12-09 11:20:09,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,5,10.99,54.95,CUST0087,2026-02-06 11:20:09.779490
TXN000042,2026-01-12 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,1,12.99,12.99,CUST0047,2026-02-06 11:20:09.779892
TXN000043,2025-11-15 11:20:09,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,1,64.0,64.0,CUST0171,2026-02-06 11:20:09.780271
TXN000044,2025-11-12 11:20:09,18,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,3,9.85,29.55,CUST0171,2026-02-06 11:20:09.780789
TXN000045,2025-11-24 11:20:09,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,4,29.95,119.8,CUST0162,2026-02-06 11:20:09.781286
TXN000046,2025-11-21 11:20:09,3,Mens Cotton Jacket,men's clothing,4,55.99,223.96,CUST0081,2026-02-06 11:20:09.781863
TXN000047,2025-12-31 11:20:09,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,5,64.0,320.0,CUST0006,2026-02-06 11:20:09.782424
TXN000048,2025-11-21 11:20:09,13,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,4,599.0,2396.0,CUST0172,2026-02-06 11:20:09.783180
TXN000049,2025-12-30 11:20:09,4,Mens Casual Slim Fit,men's clothing,1,15.99,15.99,CUST0192,2026-02-06 11:20:09.784108
TXN000050,2026-01-17 11:20:09,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,1,695.0,695.0,CUST0029,2026-02-06 11:20:09.785416
TXN000051,2025-12-20 11:20:09,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,2,64.0,128.0,CUST0199,2026-02-06 11:20:09.786064
TXN000052,2026-02-04 11:20:09,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,2,64.0,128.0,CUST0162,2026-02-06 11:20:09.786537
TXN000053,2025-11-26 11:20:09,7,White Gold Plated Princess,jewelery,1,9.99,9.99,CUST0053,2026-02-06 11:20:09.787008
TXN000054,2026-01-05 11:20:09,3,Mens Cotton Jacket,men's clothing,3,55.99,167.97,CUST0142,2026-02-06 11:20:09.787435
TXN000055,2026-01-03 11:20:09,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,3,56.99,170.97,CUST0104,2026-02-06 11:20:09.787925
TXN000056,2026-02-01 11:20:09,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,4,114.0,456.0,CUST0180,2026-02-06 11:20:09.788976
TXN000057,2026-02-04 11:20:09,3,Mens Cotton Jacket,men's clothing,1,55.99,55.99,CUST0143,2026-02-06 11:20:09.789711
TXN000058,2025-12-18 11:20:09,6,Solid Gold Petite Micropave ,jewelery,1,168.0,168.0,CUST0051,2026-02-06 11:20:09.790152
TXN000059,2025-12-24 11:20:09,19,Opna Women's Short Sleeve Moisture,women's clothing,4,7.95,31.8,CUST0197,2026-02-06 11:20:09.790549
TXN000060,2026-01-29 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,4,12.99,51.96,CUST0013,2026-02-06 11:20:09.790950
TXN000061,2025-12-17 11:20:09,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,2,999.99,1999.98,CUST0035,2026-02-06 11:20:09.791302
TXN000062,2025-12-10 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,4,12.99,51.96,CUST0025,2026-02-06 11:20:09.791623
TXN000063,2025-11-16 11:20:09,7,White Gold Plated Princess,jewelery,5,9.99,49.95,CUST0015,2026-02-06 11:20:09.791921
TXN000064,2025-11-29 11:20:09,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,1,64.0,64.0,CUST0079,2026-02-06 11:20:09.792214
TXN000065,2025-11-13 11:20:09,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,2,109.0,218.0,CUST0166,2026-02-06 11:20:09.792493
TXN000066,2026-01-14 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,2,12.99,25.98,CUST0064,2026-02-06 11:20:09.792790
TXN000067,2026-01-16 11:20:09,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,4,109.95,439.8,CUST0025,2026-02-06 11:20:09.793054
TXN000068,2025-12-26 11:20:09,13,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,1,599.0,599.0,CUST0161,2026-02-06 11:20:09.793292
TXN000069,2025-11-22 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,4,12.99,51.96,CUST0049,2026-02-06 11:20:09.793557
TXN000070,2025-11-19 11:20:09,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,5,109.95,549.75,CUST0085,2026-02-06 11:20:09.793824
TXN000071,2025-12-07 11:20:09,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,2,999.99,1999.98,CUST0015,2026-02-06 11:20:09.794067
TXN000072,2025-11-16 11:20:09,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,5,29.95,149.75,CUST0131,2026-02-06 11:20:09.794300
TXN000073,2026-01-02 11:20:09,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,5,56.99,284.95,CUST0093,2026-02-06 11:20:09.794524
TXN000074,2025-11-13 11:20:09,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,3,999.99,2999.97,CUST0137,2026-02-06 11:20:09.794757
TXN000075,2026-01-19 11:20:09,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,5,109.95,549.75,CUST0100,2026-02-06 11:20:09.794970
TXN000076,2026-01-22 11:20:09,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,4,109.95,439.8,CUST0096,2026-02-06 11:20:09.795197
TXN000077,2025-12-10 11:20:09,6,Solid Gold Petite Micropave ,jewelery,2,168.0,336.0,CUST0052,2026-02-06 11:20:09.795425
TXN000078,2026-02-05 11:20:09,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,1,109.0,109.0,CUST0184,2026-02-06 11:20:09.795628
TXN000079,2026-01-27 11:20:09,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,4,695.0,2780.0,CUST0185,2026-02-06 11:20:09.795825
TXN000080,2025-12-23 11:20:09,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,1,22.3,22.3,CUST0105,2026-02-06 11:20:09.796014
TXN000081,2025-12-11 11:20:09,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,4,109.95,439.8,CUST0178,2026-02-06 11:20:09.796226
TXN000082,2025-12-22 11:20:09,13,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,1,599.0,599.0,CUST0021,2026-02-06 11:20:09.796426
TXN000083,2025-12-04 11:20:09,7,White Gold Plated Princess,jewelery,4,9.99,39.96,CUST0088,2026-02-06 11:20:09.796604
TXN000084,2026-01-29 11:20:09,3,Mens Cotton Jacket,men's clothing,2,55.99,111.98,CUST0006,2026-02-06 11:20:09.796779
TXN000085,2025-11-10 11:20:09,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,3,109.0,327.0,CUST0005,2026-02-06 11:20:09.796947
TXN000086,2025-12-13 11:20:09,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,1,695.0,695.0,CUST0018,2026-02-06 11:20:09.797149
TXN000087,2026-01-23 11:20:09,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,2,109.0,218.0,CUST0026,2026-02-06 11:20:09.797329
TXN000088,2026-01-29 11:20:09,3,Mens Cotton Jacket,men's clothing,5,55.99,279.95,CUST0198,2026-02-06 11:20:09.797499
TXN000089,2026-02-06 11:20:09,6,Solid Gold Petite Micropave ,jewelery,5,168.0,840.0,CUST0043,2026-02-06 11:20:09.797668
TXN000090,2025-12-16 11:20:09,13,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,2,599.0,1198.0,CUST0091,2026-02-06 11:20:09.797844
TXN000091,2025-12-18 11:20:09,7,White Gold Plated Princess,jewelery,1,9.99,9.99,CUST0077,2026-02-06 11:20:09.798018
TXN000092,2025-11-26 11:20:09,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,4,39.99,159.96,CUST0186,2026-02-06 11:20:09.798209
TXN000093,2025-11-09 11:20:09,19,Opna Women's Short Sleeve Moisture,women's clothing,2,7.95,15.9,CUST0023,2026-02-06 11:20:09.798381
TXN000094,2025-12-21 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,1,12.99,12.99,CUST0015,2026-02-06 11:20:09.798566
TXN000095,2025-11-11 11:20:09,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,3,695.0,2085.0,CUST0182,2026-02-06 11:20:09.798741
TXN000096,2025-11-20 11:20:09,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,1,22.3,22.3,CUST0059,2026-02-06 11:20:09.798912
TXN000097,2025-12-20 11:20:09,19,Opna Women's Short Sleeve Moisture,women's clothing,1,7.95,7.95,CUST0164,2026-02-06 11:20:09.799175
TXN000098,2026-01-16 11:20:09,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,5,39.99,199.95,CUST0142,2026-02-06 11:20:09.799584
TXN000099,2026-01-20 11:20:09,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,2,29.95,59.9,CUST0183,2026-02-06 11:20:09.799840
TXN000100,2025-11-23 11:20:09,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,4,10.99,43.96,CUST0128,2026-02-06 11:20:09.800036
TXN000101,2026-01-15 11:20:09,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,4,999.99,3999.96,CUST0186,2026-02-06 11:20:09.800230
TXN000102,2025-12-26 11:20:09,3,Mens Cotton Jacket,men's clothing,1,55.99,55.99,CUST0026,2026-02-06 11:20:09.800454
TXN000103,2025-11-29 11:20:09,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,2,56.99,113.98,CUST0147,2026-02-06 11:20:09.800680
TXN000104,2025-12-31 11:20:09,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,2,10.99,21.98,CUST0006,2026-02-06 11:20:09.800897
TXN000105,2025-11-10 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,4,12.99,51.96,CUST0064,2026-02-06 11:20:09.801103
TXN000106,2025-12-21 11:20:09,4,Mens Casual Slim Fit,men's clothing,2,15.99,31.98,CUST0018,2026-02-06 11:20:09.801448
TXN000107,2025-12-18 11:20:09,3,Mens Cotton Jacket,men's clothing,5,55.99,279.95,CUST0164,2026-02-06 11:20:09.801749
TXN000108,2026-01-01 11:20:09,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,5,29.95,149.75,CUST0171,2026-02-06 11:20:09.802030
TXN000109,2026-02-02 11:20:09,19,Opna Women's Short Sleeve Moisture,women's clothing,4,7.95,31.8,CUST0121,2026-02-06 11:20:09.802601
TXN000110,2025-12-14 11:20:09,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,5,109.0,545.0,CUST0023,2026-02-06 11:20:09.802855
TXN000111,2025-11-25 11:20:09,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,3,29.95,89.85,CUST0129,2026-02-06 11:20:09.803074
TXN000112,2026-01-14 11:20:09,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,2,109.0,218.0,CUST0130,2026-02-06 11:20:09.803343
TXN000113,2025-12-31 11:20:09,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,5,999.99,4999.95,CUST0009,2026-02-06 11:20:09.803600
TXN000114,2025-12-29 11:20:09,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,2,109.95,219.9,CUST0039,2026-02-06 11:20:09.803812
TXN000115,2026-01-11 11:20:09,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,4,10.99,43.96,CUST0102,2026-02-06 11:20:09.804009
TXN000116,2025-11-17 11:20:09,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,2,10.99,21.98,CUST0172,2026-02-06 11:20:09.804230
TXN000117,2025-12-26 11:20:09,7,White Gold Plated Princess,jewelery,5,9.99,49.95,CUST0123,2026-02-06 11:20:09.804467
TXN000118,2025-12-10 11:20:09,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,3,29.95,89.85,CUST0128,2026-02-06 11:20:09.804679
TXN000119,2025-11-18 11:20:09,19,Opna Women's Short Sleeve Moisture,women's clothing,5,7.95,39.75,CUST0053,2026-02-06 11:20:09.804878
TXN000120,2025-12-05 11:20:09,16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,3,29.95,89.85,CUST0015,2026-02-06 11:20:09.805090
TXN000121,2026-01-01 11:20:09,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,3,10.99,32.97,CUST0056,2026-02-06 11:20:09.805308
TXN000122,2026-01-01 11:20:09,15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,4,56.99,227.96,CUST0105,2026-02-06 11:20:09.805566
TXN000123,2026-01-28 11:20:09,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,4,64.0,256.0,CUST0129,2026-02-06 11:20:09.805771
TXN000124,2025-11-26 11:20:09,6,Solid Gold Petite Micropave ,jewelery,5,168.0,840.0,CUST0184,2026-02-06 11:20:09.805993
TXN000125,2026-01-01 11:20:09,6,Solid Gold Petite Micropave ,jewelery,4,168.0,672.0,CUST0133,2026-02-06 11:20:09.806209
TXN000126,2025-12-01 11:20:09,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,1,22.3,22.3,CUST0047,2026-02-06 11:20:09.806423
TXN000127,2026-02-03 11:20:09,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,1,109.95,109.95,CUST0077,2026-02-06 11:20:09.806619
TXN000128,2025-11-21 11:20:09,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,2,109.0,218.0,CUST0015,2026-02-06 11:20:09.806811
TXN000129,2026-01-18 11:20:09,11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,2,109.0,218.0,CUST0067,2026-02-06 11:20:09.807016
TXN000130,2025-12-14 11:20:09,18,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,4,9.85,39.4,CUST0022,2026-02-06 11:20:09.807215
TXN000131,2025-12-27 11:20:09,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,2,22.3,44.6,CUST0196,2026-02-06 11:20:09.807405
TXN000132,2025-12-29 11:20:09,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,1,10.99,10.99,CUST0157,2026-02-06 11:20:09.807594
TXN000133,2025-11-21 11:20:09,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,2,114.0,228.0,CUST0164,2026-02-06 11:20:09.807794
TXN000134,2026-01-16 11:20:09,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,5,109.0,545.0,CUST0026,2026-02-06 11:20:09.807986
TXN000135,2025-12-06 11:20:09,8,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,5,10.99,54.95,CUST0200,2026-02-06 11:20:09.808174
TXN000136,2025-11-11 11:20:09,4,Mens Casual Slim Fit,men's clothing,5,15.99,79.95,CUST0131,2026-02-06 11:20:09.808410
TXN000137,2025-11-09 11:20:09,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,2,109.95,219.9,CUST0059,2026-02-06 11:20:09.808619
TXN000138,2025-11-10 11:20:09,14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,4,999.99,3999.96,CUST0196,2026-02-06 11:20:09.808813
TXN000139,2025-12-15 11:20:09,3,Mens Cotton Jacket,men's clothing,2,55.99,111.98,CUST0140,2026-02-06 11:20:09.809018
TXN000140,2025-12-21 11:20:09,1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,5,109.95,549.75,CUST0067,2026-02-06 11:20:09.809214
TXN000141,2026-01-08 11:20:09,9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,4,64.0,256.0,CUST0044,2026-02-06 11:20:09.809404
TXN000142,2026-01-14 11:20:09,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,3,39.99,119.97,CUST0165,2026-02-06 11:20:09.809593
TXN000143,2026-01-20 11:20:09,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,3,114.0,342.0,CUST0065,2026-02-06 11:20:09.809783
TXN000144,2025-12-28 11:20:09,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,5,109.0,545.0,CUST0183,2026-02-06 11:20:09.809977
TXN000145,2025-12-27 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,1,12.99,12.99,CUST0195,2026-02-06 11:20:09.810166
TXN000146,2025-12-11 11:20:09,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,3,114.0,342.0,CUST0077,2026-02-06 11:20:09.810419
TXN000147,2026-01-09 11:20:09,2,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,4,22.3,89.2,CUST0100,2026-02-06 11:20:09.810653
TXN000148,2025-12-12 11:20:09,5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,2,695.0,1390.0,CUST0063,2026-02-06 11:20:09.810956
TXN000149,2026-01-15 11:20:09,12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,1,114.0,114.0,CUST0110,2026-02-06 11:20:09.811162
TXN000150,2025-12-17 11:20:09,17,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,3,39.99,119.97,CUST0139,2026-02-06 11:20:09.811361
TXN000151,2025-12-24 11:20:09,7,White Gold Plated Princess,jewelery,4,9.99,39.96,CUST0003,2026-02-06 11:20:09.811644
TXN000152,2025-11-29 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,1,12.99,12.99,CUST0050,2026-02-06 11:20:09.811857
TXN000153,2026-02-05 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,4,12.99,51.96,CUST0124,2026-02-06 11:20:09.812039
TXN000154,2025-11-25 11:20:09,13,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,4,599.0,2396.0,CUST0136,2026-02-06 11:20:09.812215
TXN000155,2026-01-22 11:20:09,20,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,1,12.99,12.99,CUST0036,2026-02-06 11:20:09.812386
TXN000156,2026-01-10 11:20:09,19,Opna Women's Short Sleeve Moisture,women's clothing,5,7.95,39.75,CUST0161,2026-02-06 11:20:09.812596
TXN000157,2026-01-21 11:20:09,10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,4,109.0,436.0,CUST0033,2026-02-06 11:20:09.812787
TXN000158,2025-12-03 11:20:09,7,White Gold Plated Princess,jewelery,3,9.99,29.97,CUST0183,2026-02-06 11:20:09.812962
TXN000159,2026-01-30 11:20:09,6,Solid Gold Petite Micropave ,jewelery,1,168.0,168.0,CUST0147,2026-02-06 11:20:09.813133
TXN000160,2026-01-29 11:20:09,7,White Gold Plated Princess,jewelery,2,9.99,19.98,CUST0125,2026-02-06 11:20:09.813302
